Account General Rate Type,Account Is Active,Account Is Allocated Overhead,Account Is Balancesheet,Account Is GAAP,Account Key,Account Level 0 Name,Account Level 0 Number,Account Level 1 Name,Account Level 1 Number,Account Level 2 Name,Account Level 2 Number,Account Number,Account Type Name,Account Type Sequence,Amount USD,Learn More,Actual,Forecast,Variance,Variance %,Department Is Active,Department Key,Department Level 0 Name,Department Level 0 Number,Department Level 1 Name,Department Level 1 Number,Department Number,Number of Records,Path,Period Ending Date,Scenario,Sheet,Version
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$135,000.00",Explore Tableau for Finance Analytics,$0,"$135,000","$135,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$20,000.00",Explore Tableau for Finance Analytics,$0,"$20,000","$20,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$67,000.00",Explore Tableau for Finance Analytics,$0,"$67,000","$67,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$674,000.00",Explore Tableau for Finance Analytics,$0,"$674,000","$674,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$4,000.00",Explore Tableau for Finance Analytics,$0,"$4,000","$4,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,$0.00,Explore Tableau for Finance Analytics,$0,$0,$0,,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$2,000.00",Explore Tableau for Finance Analytics,$0,"$2,000","$2,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,8/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$12,966,000.00",Explore Tableau for Finance Analytics,$0,"$12,966,000","$12,966,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$149,000.00",Explore Tableau for Finance Analytics,$0,"$149,000","$149,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$22,000.00",Explore Tableau for Finance Analytics,$0,"$22,000","$22,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$6,000.00",Explore Tableau for Finance Analytics,$0,"$6,000","$6,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$769,000.00",Explore Tableau for Finance Analytics,$0,"$769,000","$769,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$6,000.00",Explore Tableau for Finance Analytics,$0,"$6,000","$6,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$2,000.00",Explore Tableau for Finance Analytics,$0,"$2,000","$2,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$3,000.00",Explore Tableau for Finance Analytics,$0,"$3,000","$3,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,9/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$9,782,000.00",Explore Tableau for Finance Analytics,$0,"$9,782,000","$9,782,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$214,000.00",Explore Tableau for Finance Analytics,$0,"$214,000","$214,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$20,000.00",Explore Tableau for Finance Analytics,$0,"$20,000","$20,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$9,000.00",Explore Tableau for Finance Analytics,$0,"$9,000","$9,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$507,000.00",Explore Tableau for Finance Analytics,$0,"$507,000","$507,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$5,000.00",Explore Tableau for Finance Analytics,$0,"$5,000","$5,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$2,000.00",Explore Tableau for Finance Analytics,$0,"$2,000","$2,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$7,000.00",Explore Tableau for Finance Analytics,$0,"$7,000","$7,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,10/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$11,246,000.00",Explore Tableau for Finance Analytics,$0,"$11,246,000","$11,246,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$158,000.00",Explore Tableau for Finance Analytics,$0,"$158,000","$158,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$15,000.00",Explore Tableau for Finance Analytics,$0,"$15,000","$15,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$4,000.00",Explore Tableau for Finance Analytics,$0,"$4,000","$4,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$626,000.00",Explore Tableau for Finance Analytics,$0,"$626,000","$626,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$6,000.00",Explore Tableau for Finance Analytics,$0,"$6,000","$6,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$11,000.00",Explore Tableau for Finance Analytics,$0,"$11,000","$11,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$1,000.00",Explore Tableau for Finance Analytics,$0,"$1,000","$1,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,11/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$21,388,000.00",Explore Tableau for Finance Analytics,$0,"$21,388,000","$21,388,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$224,000.00",Explore Tableau for Finance Analytics,$0,"$224,000","$224,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$21,000.00",Explore Tableau for Finance Analytics,$0,"$21,000","$21,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$7,000.00",Explore Tableau for Finance Analytics,$0,"$7,000","$7,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$286,000.00",Explore Tableau for Finance Analytics,$0,"$286,000","$286,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$8,000.00",Explore Tableau for Finance Analytics,$0,"$8,000","$8,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$6,000.00",Explore Tableau for Finance Analytics,$0,"$6,000","$6,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,"$2,000.00",Explore Tableau for Finance Analytics,$0,"$2,000","$2,000",100.0%,True,1,Sales,1000,Sales,1000,1000,1,a_TCC_2018/Export_Forecast.xlsx,12/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$623,966.11",Explore Tableau for Finance Analytics,$0,"$623,966","$623,966",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,1/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$2,888.18",Explore Tableau for Finance Analytics,$0,"$2,888","$2,888",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,1/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$12,280.14",Explore Tableau for Finance Analytics,$0,"$12,280","$12,280",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,1/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$27,195.83",Explore Tableau for Finance Analytics,$0,"$27,196","$27,196",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,1/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$77,779.26",Explore Tableau for Finance Analytics,$0,"$77,779","$77,779",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,1/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$1,060,697.90",Explore Tableau for Finance Analytics,$0,"$1,060,698","$1,060,698",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,1/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$9,239.42",Explore Tableau for Finance Analytics,$0,"$9,239","$9,239",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,1/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$670,782.10",Explore Tableau for Finance Analytics,$0,"$670,782","$670,782",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,2/28/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$36,834.06",Explore Tableau for Finance Analytics,$0,"$36,834","$36,834",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,2/28/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$21,777.56",Explore Tableau for Finance Analytics,$0,"$21,778","$21,778",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,2/28/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$34,644.49",Explore Tableau for Finance Analytics,$0,"$34,644","$34,644",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,2/28/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$65,815.94",Explore Tableau for Finance Analytics,$0,"$65,816","$65,816",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,2/28/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$1,250,433.56",Explore Tableau for Finance Analytics,$0,"$1,250,434","$1,250,434",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,2/28/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$51,355.22",Explore Tableau for Finance Analytics,$0,"$51,355","$51,355",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,2/28/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$827,000.00",Explore Tableau for Finance Analytics,$0,"$827,000","$827,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,3/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$4,000.00",Explore Tableau for Finance Analytics,$0,"$4,000","$4,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,3/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$28,000.00",Explore Tableau for Finance Analytics,$0,"$28,000","$28,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,3/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$97,000.00",Explore Tableau for Finance Analytics,$0,"$97,000","$97,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,3/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$65,000.00",Explore Tableau for Finance Analytics,$0,"$65,000","$65,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,3/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$1,993,000.00",Explore Tableau for Finance Analytics,$0,"$1,993,000","$1,993,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,3/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$44,000.00",Explore Tableau for Finance Analytics,$0,"$44,000","$44,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,3/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,$0.00,Explore Tableau for Finance Analytics,$0,$0,$0,,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,3/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$803,000.00",Explore Tableau for Finance Analytics,$0,"$803,000","$803,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,4/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$8,000.00",Explore Tableau for Finance Analytics,$0,"$8,000","$8,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,4/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$24,000.00",Explore Tableau for Finance Analytics,$0,"$24,000","$24,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,4/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$213,000.00",Explore Tableau for Finance Analytics,$0,"$213,000","$213,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,4/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$58,000.00",Explore Tableau for Finance Analytics,$0,"$58,000","$58,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,4/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$1,559,000.00",Explore Tableau for Finance Analytics,$0,"$1,559,000","$1,559,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,4/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$38,000.00",Explore Tableau for Finance Analytics,$0,"$38,000","$38,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,4/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,$0.00,Explore Tableau for Finance Analytics,$0,$0,$0,,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,4/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$822,000.00",Explore Tableau for Finance Analytics,$0,"$822,000","$822,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,5/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,9,Expense,30000,Human Resources,32000,Human Resources,32000,32000,Expense,3,"$8,000.00",Explore Tableau for Finance Analytics,$0,"$8,000","$8,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,5/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,10,Expense,30000,Office & Supplies,33000,Office & Supplies,33000,33000,Expense,3,"$25,000.00",Explore Tableau for Finance Analytics,$0,"$25,000","$25,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,5/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,11,Expense,30000,"Computer, Equip & Operations",34000,"Computer, Equip & Operations",34000,34000,Expense,3,"$173,000.00",Explore Tableau for Finance Analytics,$0,"$173,000","$173,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,5/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,12,Expense,30000,Travel & Entertainment,35000,Travel & Entertainment,35000,35000,Expense,3,"$70,000.00",Explore Tableau for Finance Analytics,$0,"$70,000","$70,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,5/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,13,Expense,30000,Marketing,36000,Marketing,36000,36000,Expense,3,"$1,181,000.00",Explore Tableau for Finance Analytics,$0,"$1,181,000","$1,181,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,5/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,14,Expense,30000,Professional Services & Fees,37000,Professional Services & Fees,37000,37000,Expense,3,"$20,000.00",Explore Tableau for Finance Analytics,$0,"$20,000","$20,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,5/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,15,Expense,30000,Insurance & Regulations,38000,Insurance & Regulations,38000,38000,Expense,3,$0.00,Explore Tableau for Finance Analytics,$0,$0,$0,,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,5/31/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
Average,True,False,False,True,4,Expense,30000,Salaries & Benefits,31000,Salaries & Benefits,31000,31000,Expense,3,"$846,000.00",Explore Tableau for Finance Analytics,$0,"$846,000","$846,000",100.0%,True,2,Marketing,2000,Marketing,2000,2000,1,a_TCC_2018/Export_Forecast.xlsx,6/30/2018,Forecast,Export!V2,2018_V2 (2018.03.24)
